,Player,Short Name,Player ID,Birthdate,Team,Competition,Season,Season ID,Position Group,Minutes,PSV-99,TOP 5 PSV-99,Total Distance P90,M/min P90,Running Distance P90,HSR Distance P90,HSR Count P90,Sprinting Distance P90,Sprint Count P90,HI Distance P90,HI Count P90,Medium Acceleration Count P90,High Acceleration Count P90,Medium Deceleration Count P90,High Deceleration Count P90,Explosive Acceleration to HSR Count P90,Explosive Acceleration to Sprint Count P90,Note xPhysical,Note xPhy TOP 5 PSV-99,Note xPhy HI Distance P90,Note xPhy Total Distance P90,Note xPhy HSR Distance P90,Note xPhy Sprinting Distance P90,Note xPhy Sprint Count P90,Note xPhy High Acceleration Count P90,Note xPhy_max,xPhysical,Age
10800,Michele  Besaggio,M. Besaggio,750592,2002-04-28,Brescia,ITA - Serie B,2023/2024,28,Midfield,86.65,27.9,28.06,10877.21,120.86,1641.66,650.4,58.69,175.89,11.08,826.28,69.77,113.91,4.33,91.41,20.25,2.77,1.04,26,3,3,5,5,3,4,3,46,57.0,23.0
10801,Michele  Besaggio,M. Besaggio,750592,2002-04-28,Brescia,ITA - Serie B,2024/2025,95,Midfield,87.6,28.53,29.32,10576.34,117.51,1627.57,593.0,58.25,175.68,10.68,768.68,68.94,110.03,4.31,90.51,16.44,3.18,1.03,26,7,3,3,3,3,4,3,46,57.0,23.0
10802,Michele  Besaggio,M. Besaggio,750592,2002-04-28,Brescia,ITA - Serie B,2023/2024,28,Wide Attacker,76.97,28.78,29.26,10408.68,115.65,1464.15,618.95,63.92,197.42,12.08,816.36,76.0,111.28,6.82,91.4,18.12,4.48,1.75,12,0,1,5,1,1,1,3,56,21.0,23.0
10803,Ismail Achik,I. Achik,750886,2000-07-30,Bari,ITA - Serie B,2023/2024,28,Wide Attacker,81.73,28.7,28.92,9904.59,110.05,1450.39,726.39,73.59,262.99,16.52,989.38,90.11,112.32,10.83,84.79,23.49,7.34,2.02,33,0,3,1,7,5,7,10,56,59.0,25.0
10804,Alessandro Bianconi,A. Bianconi,751228,1999-01-20,Calcio Lecco 1912,ITA - Serie B,2023/2024,28,Central Defender,94.33,28.37,30.52,9061.78,100.69,979.02,298.46,28.02,79.49,4.47,377.95,32.48,92.07,3.77,72.47,8.2,2.3,0.48,7,6,0,1,0,0,0,0,51,14.0,26.0
10805,Alessandro Caporale ,A. Caporale,751229,1995-10-28,Cosenza Calcio,ITA - Serie B,2024/2025,95,Central Defender,93.33,28.46,30.08,9554.46,106.16,1210.5,431.28,36.44,131.71,6.71,562.98,43.15,91.21,3.94,73.69,9.68,2.17,0.56,27,3,4,5,7,5,3,0,51,53.0,30.0
10806,Alessandro Caporale ,A. Caporale,751229,1995-10-28,Calcio Lecco 1912,ITA - Serie B,2023/2024,28,Central Defender,100.14,27.67,28.18,9335.48,103.73,1024.13,358.0,28.46,86.88,5.09,444.88,33.55,87.33,4.04,68.6,8.69,2.4,1.2,8,0,2,3,1,1,1,0,51,16.0,30.0
10807,Alessandro Caporale ,A. Caporale,751229,1995-10-28,Calcio Lecco 1912,ITA - Serie B,2023/2024,28,Full Back,96.76,29.48,31.06,9607.17,106.75,1227.04,494.14,45.9,190.72,9.42,684.86,55.32,101.38,6.27,84.88,13.91,4.17,1.74,9,6,0,1,0,1,0,1,53,17.0,30.0
10808,Giorgio Galli,G. Galli,751230,1996-02-11,Calcio Lecco 1912,ITA - Serie B,2023/2024,28,Midfield,78.18,26.72,27.56,11115.33,123.5,2125.76,678.38,53.16,100.78,6.49,779.16,59.65,117.84,5.13,101.31,14.02,3.66,1.15,25,0,3,7,7,1,2,5,46,54.0,29.0
10809,Vedran Celjak,V. Celjak,751232,1991-08-13,Calcio Lecco 1912,ITA - Serie B,2023/2024,28,Central Defender,98.62,27.13,28.86,9085.31,100.95,1075.61,325.11,29.13,73.15,4.6,398.26,33.73,101.51,4.39,78.98,10.43,2.32,0.56,4,0,1,1,1,0,0,1,51,8.0,34.0
10810,Mikayil Ngor Faye,M. Faye,751462,2004-07-14,Stade Rennais FC,FRA - Ligue 1,2024/2025,95,Central Defender,85.21,30.43,30.78,8828.54,98.09,962.58,370.03,40.84,159.32,9.33,529.35,50.17,104.74,5.46,76.93,11.09,4.4,2.29,31,6,3,0,3,7,7,5,51,61.0,21.0
10811,Djawal Kaïba,D. Kaïba,752761,2003-02-08,SCR Altach,AUT - Bundesliga,2024/2025,95,Midfield,75.76,28.62,30.02,10588.4,117.65,1692.2,521.35,50.19,127.7,6.68,649.05,56.87,113.89,5.94,97.41,15.29,3.56,0.74,26,10,1,3,1,2,2,7,46,57.0,22.0
10812,Rúnar Thór Sigurgeirsson,R. Sigurgeirsson,753074,1999-12-28,Willem II,NED - Eredivisie,2024/2025,95,Full Back,87.09,29.45,30.6,10877.6,120.86,1719.28,734.67,70.04,270.62,14.51,1005.28,84.55,123.16,9.16,102.36,21.42,6.53,1.93,41,4,4,7,7,5,7,7,53,77.0,26.0
10813,Mark O'Mahony,M. O'Mahony,757974,2005-01-14,Portsmouth,ENG - Championship,2024/2025,95,Center Forward,83.78,30.72,30.72,9789.31,108.77,1190.95,655.1,71.33,296.29,17.4,951.39,88.74,111.51,13.54,84.01,20.84,11.39,2.79,38,6,4,3,7,7,7,4,50,76.0,20.0
10814,Alex Matos,A. Matos,757980,2004-10-03,Huddersfield Town,ENG - Championship,2023/2024,28,Midfield,78.36,28.75,30.42,10144.97,112.72,1659.42,574.27,50.89,144.07,8.54,718.34,59.44,116.79,6.32,96.84,16.8,3.66,1.0,28,10,2,0,3,3,3,7,46,61.0,21.0
10815,Alex Matos,A. Matos,757980,2004-10-03,Oxford United,ENG - Championship,2024/2025,95,Midfield,78.82,28.96,29.34,10477.82,116.42,1787.71,606.18,60.85,195.75,11.42,801.93,72.27,125.77,8.16,101.14,17.29,5.87,1.79,33,7,3,3,5,4,4,7,46,72.0,21.0
10816,Omar Fayed Abdelwahab Elrakhawy,Omar Fayed,758003,2003-07-04,K Beerschot VA,BEL - Pro League,2024/2025,95,Central Defender,100.9,28.18,28.3,8999.7,100.0,1017.44,350.69,34.49,99.01,6.1,449.7,40.58,96.48,4.46,78.34,12.49,2.53,0.89,9,0,2,1,1,1,3,1,51,18.0,22.0
10817,Agustín Ignacio Módica,A. Módica,758349,2003-01-12,Club Atlético Rosario Central,ARG - Primera Division - 2nd Phase,2024/2024,29,Center Forward,83.24,29.4,29.4,9944.15,110.49,1412.44,724.17,74.38,252.78,17.08,976.94,91.47,112.23,9.51,86.71,25.08,7.57,2.16,29,0,4,3,7,5,7,3,50,58.0,22.0
10818,Tika de Jonge,T. de Jonge,758676,2003-03-11,FC Groningen,NED - Eredivisie,2024/2025,95,Midfield,90.25,26.68,27.74,11425.7,126.95,2189.9,632.18,53.02,111.61,6.98,743.79,60.0,112.61,3.32,96.24,12.55,1.58,0.91,25,3,2,10,5,2,2,1,46,54.0,22.0
10819,Wouter Prins,W. Prins,758677,2004-02-06,FC Groningen,NED - Eredivisie,2024/2025,95,Full Back,89.14,28.67,30.06,10411.35,115.68,1514.42,637.23,56.61,196.21,11.44,833.44,68.05,111.67,6.26,92.75,17.37,5.05,1.41,19,0,2,7,5,1,3,1,53,36.0,21.0
10820,Matteo Battistini,M. Battistini,758857,1994-02-18,Calcio Lecco 1912,ITA - Serie B,2023/2024,28,Central Defender,99.47,28.33,28.8,9071.32,100.79,1067.91,319.23,29.71,97.41,4.98,416.64,34.68,96.05,5.43,76.6,9.05,3.62,0.9,9,0,1,1,0,1,1,5,51,18.0,31.0
10821,Assane Diao Diaoune,Assane Diao,759032,2005-09-07,Real Betis Balompié,ESP - LaLiga,2023/2024,28,Wide Attacker,80.49,31.37,32.5,9477.6,105.31,1171.16,563.01,66.88,287.05,15.96,850.06,82.84,99.21,9.35,76.13,25.0,6.71,2.85,29,10,1,0,1,5,5,7,56,52.0,20.0
10822,Assane Diao Diaoune,Assane Diao,759032,2005-09-07,Como 1907,ITA - Serie A,2024/2025,95,Wide Attacker,88.51,30.76,31.64,9348.97,103.88,1206.69,589.03,65.31,284.23,15.02,873.26,80.33,108.09,8.92,85.18,22.06,6.88,3.13,26,6,2,0,1,5,5,7,56,46.0,20.0
10823,Iván San José Cantalejo,Chuki,759034,2004-04-29,Real Valladolid,ESP - LaLiga,2024/2025,95,Midfield,78.14,30.28,30.28,10787.79,119.86,1712.31,477.78,49.99,167.94,7.83,645.71,57.82,119.33,6.22,104.36,17.74,4.15,1.84,29,10,1,5,1,3,2,7,46,63.0,21.0
10824,Miloš  Luković,M. Luković,760988,2005-11-18,SC Heerenveen,NED - Eredivisie,2024/2025,95,Center Forward,82.47,28.77,29.3,10591.2,117.68,1446.17,719.9,68.93,213.17,12.55,933.07,81.48,112.41,10.73,91.85,18.01,8.55,2.73,30,0,4,7,7,3,5,4,50,60.0,20.0
10825,Ignacio Ferri Julià,Nacho Ferri,762385,2004-10-05,KV Kortrijk,BEL - Pro League,2024/2025,95,Center Forward,90.25,29.91,31.54,9788.66,108.76,1245.53,527.89,58.5,195.97,11.54,723.86,70.04,108.55,9.02,87.75,21.08,6.84,2.23,24,10,1,3,1,3,3,3,50,48.0,21.0
10826,Yuri Rocchetti,Y. Rocchetti,763647,2003-06-15,SS Juve Stabia,ITA - Serie B,2024/2025,95,Full Back,91.88,29.98,31.46,9864.86,109.61,1372.35,596.69,55.74,237.57,11.93,834.26,67.67,106.59,7.92,85.3,19.06,5.25,1.6,27,10,2,3,3,3,3,3,53,51.0,22.0
10827,Kahveh Zahiroleslam,K. Zahiroleslam,764330,2002-06-13,Sint-Truidense VV,BEL - Pro League,2023/2024,28,Center Forward,81.78,29.52,30.76,11155.78,123.95,1710.53,816.38,81.28,262.13,16.98,1078.51,98.26,123.94,9.54,98.05,22.12,7.02,2.46,42,6,4,7,7,7,7,4,50,84.0,23.0
10828,Kahveh Zahiroleslam,K. Zahiroleslam,764330,2002-06-13,Sint-Truidense VV,BEL - Pro League,2024/2025,95,Center Forward,86.49,29.93,30.88,10599.83,117.78,1507.03,689.71,70.76,266.86,16.46,956.57,87.22,115.41,11.45,94.79,20.62,8.42,3.12,42,6,4,7,7,7,7,4,50,84.0,23.0
10829,Clement Mutahi Bischoff,C. Bischoff,764505,2005-12-16,Broendby IF,DEN - Superliga,2024/2025,95,Full Back,81.64,28.95,30.62,10072.18,111.91,1558.75,683.79,62.13,208.24,11.87,892.02,73.99,117.7,7.07,94.49,23.99,4.86,1.69,24,4,3,3,7,3,3,1,53,45.0,20.0
10830,Pathé Mboup,P. Mboup,767479,2003-10-19,Racing White Daring Molenbeek,BEL - Pro League,2023/2024,28,Wide Attacker,93.37,29.34,29.34,10489.61,116.55,1539.8,800.84,82.32,272.41,18.51,1073.25,100.83,124.54,11.37,96.59,29.3,7.9,2.51,38,0,4,5,7,5,7,10,56,68.0,22.0
10831,Sheyko Darko Studer,S. Studer,769264,2002-11-12,CS Independiente Rivadavia,ARG - Primera Division - 1st Phase,2025/2025,128,Central Defender,98.54,28.02,29.64,8435.98,93.73,848.31,285.29,26.98,96.23,4.48,381.52,31.47,96.65,5.48,71.32,13.04,3.32,1.08,9,3,0,0,0,1,0,5,51,18.0,23.0
10832,Sheyko Darko Studer,S. Studer,769264,2002-11-12,CS Independiente Rivadavia,ARG - Primera Division - 2nd Phase,2024/2024,29,Central Defender,99.68,28.65,30.64,8771.98,97.47,918.04,298.62,29.57,94.2,4.66,392.81,34.23,97.06,5.42,74.64,13.84,3.24,1.13,13,6,1,0,0,1,0,5,51,25.0,23.0
10833,Vilim Krušlin,V. Krušlin,769713,2004-06-20,NK Rudeš Zagreb,CRO - 1.HNL,2023/2024,28,Full Back,88.14,28.96,30.12,10566.01,117.4,1470.79,643.06,59.22,190.87,11.0,833.93,70.22,117.03,6.83,97.87,22.23,5.03,0.94,21,4,2,7,5,1,1,1,53,40.0,21.0
10834,Franck Surdez,F. Surdez,769783,2002-05-05,KAA Gent,BEL - Pro League,2024/2025,95,Wide Attacker,75.85,29.29,30.38,11951.25,132.79,2147.71,934.1,84.91,266.85,15.95,1200.95,100.86,127.89,7.78,105.47,21.49,5.8,1.45,37,4,4,7,7,5,5,5,56,66.0,23.0
10835,Melker  Widell,M. Widell,771994,2002-04-19,Aalborg BK,DEN - Superliga,2024/2025,95,Midfield,93.55,28.32,29.52,11185.68,124.29,2017.95,667.36,59.21,162.68,8.8,830.04,68.02,120.11,3.99,98.7,16.79,2.55,0.48,31,7,3,7,5,3,3,3,46,67.0,23.0
10836,Mads Bomholt,M. Bomholt,771995,2005-12-30,Aalborg BK,DEN - Superliga,2024/2025,95,Midfield,85.62,26.59,26.84,11165.04,124.06,1998.01,737.88,56.46,117.87,6.31,855.75,62.77,129.44,3.15,117.42,12.91,2.25,0.75,23,0,4,7,7,2,2,1,46,50.0,20.0
10837,Nóel Atli Arnórsson,N. Arnórsson,771996,2006-09-30,Aalborg BK,DEN - Superliga,2024/2025,95,Full Back,71.58,28.08,28.34,10733.15,119.26,1713.88,789.36,68.31,200.54,13.2,989.9,81.51,128.66,8.38,104.35,22.84,5.03,1.47,29,0,4,7,7,1,5,5,53,55.0,19.0
10838,Francesco D'Alessio,F. D'Alessio,772683,2004-02-21,AS Cittadella,ITA - Serie B,2024/2025,95,Full Back,93.32,28.84,29.62,9723.18,108.04,1268.14,447.99,44.37,146.6,7.84,594.59,52.2,104.76,6.39,82.58,18.69,4.58,1.33,2,0,0,1,0,0,0,1,53,4.0,21.0
10839,Francesco D'Alessio,F. D'Alessio,772683,2004-02-21,AS Cittadella,ITA - Serie B,2024/2025,95,Wide Attacker,85.14,29.03,29.46,10179.11,113.1,1433.47,567.86,54.09,171.43,9.87,739.29,63.96,101.31,7.58,75.94,21.49,6.17,2.82,7,0,0,3,1,0,0,3,56,12.0,21.0
10840,Yusuf Akcicek,Y. Akcicek,772689,2006-01-25,Fenerbahce,UEFA - Europa League,2024/2025,95,Central Defender,102.96,28.54,28.54,8965.85,99.62,947.23,286.9,28.67,68.88,4.2,355.78,32.87,97.03,3.67,79.37,9.09,2.27,0.52,1,0,0,1,0,0,0,0,51,2.0,19.0
10841,Ayyoub Bouaddi,A. Bouaddi,772690,2007-10-02,LOSC Lille,FRA - Ligue 1,2024/2025,95,Midfield,89.12,27.09,27.84,11062.82,122.92,1971.76,703.88,53.9,107.05,7.45,810.92,61.35,102.63,3.41,87.61,11.23,2.4,0.88,24,3,3,7,7,1,2,1,46,52.0,18.0
10842,José Manuel Mendes Gomes ,José Gomes,774053,1996-07-20,CD Nacional,POR - Primeira Liga,2024/2025,95,Full Back,96.73,30.03,32.2,9876.99,109.74,1435.49,608.72,57.58,228.84,12.15,837.56,69.73,107.93,6.88,86.89,18.25,4.65,1.86,29,14,2,3,3,3,3,1,53,55.0,29.0
10843,Bailey-Tye Cadamarteri,B. Cadamarteri,774208,2005-05-09,Sheffield Wednesday,ENG - Championship,2023/2024,28,Center Forward,81.83,30.3,31.22,10172.37,113.03,1377.22,654.27,71.24,316.99,18.94,971.26,90.19,103.26,9.78,83.71,16.99,8.07,2.2,40,6,4,5,7,7,7,4,50,80.0,20.0
10844,Prince Kwabena Adu,P. Adu,785423,2003-09-23,FC Viktoria Plzeň,UEFA - Europa League,2024/2025,95,Center Forward,83.66,29.09,29.54,10267.64,114.08,1550.06,643.94,67.16,217.62,12.91,861.55,80.07,117.11,10.14,91.13,24.59,6.92,1.23,25,0,3,5,5,3,5,4,50,50.0,22.0
10845,Stefano Negro,S. Negro,786166,1995-06-28,AS Cittadella,ITA - Serie B,2023/2024,28,Central Defender,91.67,26.84,28.62,9158.86,101.77,1129.33,330.49,29.45,79.58,4.23,410.07,33.69,93.51,4.05,72.83,9.76,2.82,0.43,3,0,1,1,1,0,0,0,51,6.0,30.0
10846,Amadou Koné,Amadou Koné,786871,2005-05-14,Stade de Reims,FRA - Ligue 1,2024/2025,95,Midfield,78.03,27.05,28.22,11201.37,124.46,1665.76,415.21,37.87,97.56,5.19,512.77,43.06,104.57,3.27,88.23,9.61,1.73,0.77,16,3,0,10,0,1,1,1,46,35.0,20.0
10847,Christos Mouzakitis,C. Mouzakitis,789120,2006-12-25,Olympiakos Le Pirée,UEFA - Europa League,2024/2025,95,Midfield,91.58,26.43,26.78,10576.11,117.51,1775.43,410.94,35.71,69.77,3.77,480.71,39.47,109.08,2.29,89.26,9.99,1.8,0.33,3,0,0,3,0,0,0,0,46,7.0,19.0
10848,Wagner Fabrício  Cardoso de Pina,Wagner Pina,792223,2002-11-03,Estoril Praia,POR - Primeira Liga,2023/2024,28,Full Back,93.7,30.44,31.46,10561.53,117.35,1625.95,757.66,74.92,317.84,16.94,1075.49,91.86,120.5,10.57,97.18,23.31,7.07,2.44,49,10,4,7,7,7,7,7,53,92.0,23.0
10849,Wagner Fabrício  Cardoso de Pina,Wagner Pina,792223,2002-11-03,Estoril Praia,POR - Primeira Liga,2024/2025,95,Full Back,92.09,30.63,32.66,10350.46,115.01,1582.7,771.62,74.24,341.42,18.41,1113.04,92.64,121.76,10.51,99.2,22.6,8.27,3.34,53,14,4,7,7,7,7,7,53,100.0,23.0
10850,Lucien Mahovo,L. Mahovo,792242,2005-06-07,Norwich City,ENG - Championship,2024/2025,95,Full Back,83.56,28.73,29.02,10211.93,113.47,1527.62,707.27,64.08,199.61,11.67,906.88,75.75,115.07,7.0,91.73,21.54,4.13,0.9,20,0,3,5,7,1,3,1,53,38.0,20.0
10851,Kevin Agustín Coronel,K. Coronel,792964,2004-08-11,Asociación Atlética Argentinos Juniors,ARG - Primera Division - 2nd Phase,2024/2024,29,Full Back,94.5,29.3,30.08,9670.9,107.45,1307.72,553.02,59.26,224.97,13.86,777.99,73.12,114.39,8.25,89.63,22.43,6.14,1.8,20,4,1,1,1,3,5,5,53,38.0,21.0
10852,Gerónimo Heredia Velazquez,G. Heredia,795093,2005-12-09,CA Belgrano de Córdoba,ARG - Primera Division - 1st Phase,2025/2025,128,Full Back,92.65,29.12,29.12,9853.12,109.48,1343.98,542.21,53.42,197.96,10.49,740.18,63.92,110.93,6.41,86.65,19.04,4.27,1.36,8,0,1,3,1,1,1,1,53,15.0,20.0
10853,Max Balard,M. Balard,795550,2000-11-20,NAC Breda,NED - Eredivisie,2024/2025,95,Midfield,96.54,27.86,29.3,10460.65,116.23,1587.0,472.5,43.42,117.47,6.43,589.96,49.84,109.51,4.33,93.73,13.09,2.93,0.63,19,7,1,3,1,2,2,3,46,41.0,25.0
10854,Newton Araújo da Costa Júnior,Newton,796655,2000-03-12,Criciuma EC,BRA - Série A,2024/2024,29,Midfield,97.44,29.52,31.68,10301.38,114.46,1491.98,550.89,50.34,173.99,9.32,724.87,59.66,105.8,6.3,90.48,16.25,4.28,1.05,31,10,2,3,3,3,3,7,46,67.0,25.0
10855,Peter Langhoff,P. Langhoff,797450,2004-01-02,Lyngby Boldklub,DEN - Superliga,2024/2025,95,Midfield,97.31,26.77,27.56,11482.24,127.58,1994.94,523.99,43.16,88.58,6.06,612.57,49.22,124.75,4.11,112.53,13.56,2.36,0.51,17,0,1,10,1,1,1,3,46,37.0,21.0
10856,Yu Hirakawa,Y. Hirakawa,798120,2001-01-03,Bristol City,ENG - Championship,2024/2025,95,Wide Attacker,80.72,29.59,30.68,10166.56,112.96,1550.08,744.07,73.96,263.51,16.23,1007.58,90.19,121.16,12.88,102.58,20.81,9.42,3.59,37,4,3,3,7,5,5,10,56,66.0,24.0
10857,Paulo Daniel Valente Moreira,Paulo Moreira,799030,2000-02-17,Amadora,POR - Primeira Liga,2024/2025,95,Midfield,79.88,27.05,27.88,10851.27,120.57,2078.72,760.1,67.72,137.46,9.8,897.56,77.52,142.19,8.45,113.58,24.9,4.84,1.13,31,3,4,5,7,2,3,7,46,67.0,25.0
10858,Bujar  Pllana,B. Pllana,799077,2001-10-29,NK Slaven,CRO - 1.HNL,2023/2024,28,Central Defender,97.01,29.33,30.34,8844.3,98.27,880.32,307.46,31.93,112.87,6.88,420.33,38.81,100.5,5.41,78.01,11.91,3.48,0.77,20,6,1,0,0,3,5,5,51,39.0,24.0
10859,Nicolás Dubersarsky,N. Dubersarsky,799199,2004-12-21,Instituto AC Córdoba,ARG - Primera Division - 2nd Phase,2024/2024,29,Midfield,94.95,27.75,29.1,9586.96,106.52,1275.99,402.58,37.27,106.06,5.39,508.64,42.65,91.94,3.49,80.02,13.07,2.1,0.65,10,7,0,0,0,1,1,1,46,22.0,21.0
10860,Estevão William Almeida de Oliveira Gonçalves,Estevão,799289,2007-04-24,Sociedade Esportiva Palmeiras,BRA - Série A,2024/2024,29,Wide Attacker,84.08,29.4,31.14,9738.96,108.21,1448.58,670.95,65.83,259.45,14.41,930.4,80.24,101.07,7.0,82.91,18.47,5.84,1.92,23,4,2,1,3,5,5,3,56,41.0,18.0
10861,Vitor de Oliveira Nunes dos Reis,Vitor Reis,799292,2006-01-12,Sociedade Esportiva Palmeiras,BRA - Série A,2024/2024,29,Central Defender,101.96,29.74,31.8,8762.97,97.37,955.87,355.55,35.58,134.28,7.61,489.83,43.2,90.86,6.12,71.28,9.82,4.14,0.99,32,12,2,0,1,5,5,7,51,63.0,19.0
10862,Juan Valentin Giménez,J. Giménez,799307,2006-04-27,Club Atlético Rosario Central,ARG - Primera Division - 2nd Phase,2024/2024,29,Central Defender,99.25,28.77,30.66,8663.62,96.26,891.47,288.3,29.51,89.36,4.81,377.65,34.32,85.52,4.46,65.85,9.63,2.79,0.91,8,6,0,0,0,1,0,1,51,16.0,19.0
10863,Tobías Emanuel Ramírez Cardozo,T. Ramírez Cardozo,799308,2006-11-11,Asociación Atlética Argentinos Juniors,ARG - Primera Division - 1st Phase,2024/2024,29,Central Defender,98.34,27.07,28.7,8823.9,98.04,990.6,263.95,27.23,66.66,4.04,330.61,31.27,99.75,4.58,77.03,9.69,2.67,0.23,1,0,0,0,0,0,0,1,51,2.0,19.0
10864,Tobías Emanuel Ramírez Cardozo,T. Ramírez Cardozo,799308,2006-11-11,Asociación Atlética Argentinos Juniors,ARG - Primera Division - 2nd Phase,2024/2024,29,Central Defender,98.48,29.34,31.18,9028.41,100.32,1113.68,349.02,34.31,100.94,6.15,449.96,40.46,101.02,5.9,76.18,10.47,3.82,1.58,24,9,2,1,1,1,3,7,51,47.0,19.0
10865,Franco Mastantuono,F. Mastantuono,799313,2007-08-14,Club Atlético River Plate,ARG - Primera Division - 1st Phase,2025/2025,128,Wide Attacker,94.31,28.8,29.26,9850.72,109.45,1559.1,748.47,74.57,264.21,14.72,1012.68,89.3,118.88,11.59,87.39,27.68,7.36,2.59,31,0,3,1,7,5,5,10,56,55.0,18.0
10866,Mamadou Doumbia,M. Doumbia,799553,2006-02-18,Watford,ENG - Championship,2024/2025,95,Center Forward,77.15,29.73,30.56,10216.11,113.51,1441.35,669.4,73.26,307.75,16.45,977.15,89.71,112.46,10.5,87.15,23.45,7.12,2.22,38,4,4,5,7,7,7,4,50,76.0,19.0
10867,Hakim Sahabo,H. Sahabo,800343,2005-06-16,Standard de Liège,BEL - Pro League,2023/2024,28,Midfield,88.46,27.42,28.36,11053.71,122.82,1864.19,506.3,47.45,113.49,7.31,619.79,54.76,122.92,5.36,97.95,13.23,3.33,1.66,23,3,1,7,1,2,2,7,46,50.0,20.0
10868,Hakim Sahabo,H. Sahabo,800343,2005-06-16,K Beerschot VA,BEL - Pro League,2024/2025,95,Midfield,93.33,27.69,29.14,10635.82,118.18,1919.23,512.64,44.12,114.76,5.87,627.39,49.99,126.17,5.38,105.68,12.13,3.13,1.04,24,7,1,5,1,2,1,7,46,52.0,20.0
10869,João Victor Machado Cruz,João Cruz,800825,2006-05-12,Club Athletico Paranaense,BRA - Série A,2024/2024,29,Midfield,71.07,29.94,29.94,11200.42,124.45,1948.67,682.57,65.09,227.94,12.41,910.51,77.5,118.53,5.83,101.82,17.73,4.05,0.25,46,10,4,10,7,4,4,7,46,100.0,19.0
10870,Sydie Peck,S. Peck,800973,2004-09-13,Sheffield United,ENG - Championship,2024/2025,95,Midfield,92.37,26.98,29.04,11152.49,123.92,2050.56,606.91,48.37,97.75,5.03,704.66,53.4,115.35,3.39,98.19,10.09,1.7,0.38,22,5,2,7,5,1,1,1,46,48.0,21.0
10871,Luck Zogbé,L. Zogbé,801098,2005-03-24,Stade Brestois 29,FRA - Ligue 1,2024/2025,95,Full Back,99.49,29.68,29.92,9560.06,106.22,1142.24,556.49,59.4,228.27,13.87,784.76,73.27,103.88,8.14,83.68,19.45,6.48,1.51,16,0,1,1,1,3,5,5,53,30.0,20.0
10872,Mikel Jauregizar Alboniga,Mikel Jauregizar,801428,2003-11-13,Athletic Club de Bilbao,ESP - LaLiga,2024/2025,95,Midfield,90.34,27.02,28.9,10922.7,121.36,1683.6,431.64,38.01,75.29,3.98,506.93,42.0,98.52,2.88,84.52,8.86,1.94,0.37,10,5,0,5,0,0,0,0,46,22.0,22.0
10873,Mikel Jauregizar Alboniga,Mikel Jauregizar,801428,2003-11-13,Athletic Club de Bilbao,UEFA - Europa League,2024/2025,95,Midfield,87.68,26.73,27.5,10807.62,120.08,1671.89,419.95,36.07,76.54,3.96,496.49,40.03,97.8,3.23,80.35,9.09,2.05,0.59,6,0,0,5,0,0,0,1,46,13.0,22.0
10874,Quincy Butler,Q. Butler,801594,2001-09-01,WSG Swarovski Tirol,AUT - Bundesliga,2024/2025,95,Center Forward,92.71,29.9,29.9,10469.15,116.32,1515.04,717.81,71.26,267.94,17.09,985.75,88.34,108.34,9.9,84.07,20.19,7.96,3.11,36,0,4,7,7,7,7,4,50,72.0,24.0
10875,Quincy Butler,Q. Butler,801594,2001-09-01,WSG Swarovski Tirol,AUT - Bundesliga,2024/2025,95,Full Back,88.11,29.96,30.84,10306.93,114.52,1476.59,606.45,63.48,239.02,12.99,845.47,76.46,112.94,9.34,90.76,21.01,7.88,2.33,29,4,2,5,3,3,5,7,53,55.0,24.0
10876,Quincy Butler,Q. Butler,801594,2001-09-01,WSG Swarovski Tirol,AUT - Bundesliga,2024/2025,95,Wide Attacker,81.39,30.26,31.1,10454.98,116.17,1563.89,685.86,67.58,273.51,13.76,959.37,81.34,104.07,9.09,83.67,20.52,7.37,3.44,32,4,3,5,5,5,3,7,56,57.0,24.0
10877,Lewis Koumas,L. Koumas,801680,2005-09-19,Stoke City,ENG - Championship,2024/2025,95,Wide Attacker,86.3,30.16,31.74,10193.08,113.26,1286.89,587.78,64.03,271.68,16.37,859.46,80.41,97.62,7.87,75.56,15.9,6.52,2.97,28,6,1,3,1,5,7,5,56,50.0,20.0
10878,Robert-Jan Vanwesemael,R. Vanwesemael,801766,2002-03-26,Sint-Truidense VV,BEL - Pro League,2023/2024,28,Full Back,83.25,28.89,29.94,11417.51,126.86,1935.47,893.09,80.79,280.2,16.81,1173.29,97.59,139.07,6.98,116.27,25.46,5.7,1.67,33,0,4,7,7,7,7,1,53,62.0,23.0
10879,Robert-Jan Vanwesemael,R. Vanwesemael,801766,2002-03-26,Sint-Truidense VV,BEL - Pro League,2024/2025,95,Full Back,77.98,28.56,29.44,11367.43,126.3,1836.16,829.74,75.13,264.09,15.42,1093.83,90.55,136.51,7.24,113.32,24.66,5.14,1.68,33,0,4,7,7,5,7,3,53,62.0,23.0
10880,Farès Ghedjemis,F. Ghedjemis,808235,2002-09-06,Frosinone,ITA - Serie B,2024/2025,95,Wide Attacker,76.02,29.5,30.68,10975.75,121.95,1694.85,687.86,69.59,267.17,14.08,955.03,83.66,106.82,10.39,84.45,19.07,8.42,3.42,37,4,3,7,5,5,3,10,56,66.0,23.0
